HSNCode,Threshold_Amount,CGST,SGST,IGST,CGST_Threshold,SGST_Threshold,IGST_Threshold,Cess,EffectiveFrom
21050000,0.00,9.00,9.00,18.00,0.00,0.00,0.00,0.00,2024-01-24T00:00:00
